# generated by unwrap_scan from RustPython @ 3290f287f (regenerate: cargo run --release -- $RUSTPYTHON_ROOT)
# module	name	kind	reachable	pattern	file:line
builtins	PyVmBag.make_constant	helper	internal	unwrap	crates/vm/src/builtins/code.rs:394
builtins	SlotFunc.call	helper	internal	unreachable	crates/vm/src/builtins/descriptor.rs:606
builtins	best_base	fn	internal	unwrap	crates/vm/src/builtins/type.rs:3225
builtins	best_base	fn	internal	unwrap	crates/vm/src/builtins/type.rs:3227
builtins	best_base	fn	internal	unwrap	crates/vm/src/builtins/type.rs:3236
builtins	borrow_obj_constant	fn	internal	unwrap	crates/vm/src/builtins/code.rs:241
builtins	borrow_obj_constant	fn	internal	unwrap	crates/vm/src/builtins/code.rs:243
builtins	borrow_obj_constant	fn	internal	panic	crates/vm/src/builtins/code.rs:254
builtins	builtins_iter	fn	internal	unwrap	crates/vm/src/builtins/iter.rs:157
builtins	builtins_reversed	fn	internal	unwrap	crates/vm/src/builtins/iter.rs:161
builtins	call_slot_new	fn	internal	expect	crates/vm/src/builtins/type.rs:3085
builtins	find_signature	fn	internal	unwrap	crates/vm/src/builtins/type.rs:2546
builtins	float_from_string	fn	internal	unwrap	crates/vm/src/builtins/float.rs:220
builtins	get_value	fn	internal	unwrap	crates/vm/src/builtins/bool.rs:217
builtins	get_value	fn	internal	unwrap	crates/vm/src/builtins/float.rs:543
builtins	get_value	fn	internal	unwrap	crates/vm/src/builtins/int.rs:826
builtins	layout_solid_base	fn	internal	unwrap	crates/vm/src/builtins/type.rs:3263
builtins	linearise	fn	internal	unwrap	crates/vm/src/builtins/type.rs:3357
builtins	linearise	fn	internal	unwrap	crates/vm/src/builtins/type.rs:3366
builtins	linearise_mro	fn	internal	unwrap	crates/vm/src/builtins/type.rs:3126
builtins	linearise_mro	fn	internal	unwrap	crates/vm/src/builtins/type.rs:3139
builtins	make_parameters_from_slice	fn	internal	unwrap	crates/vm/src/builtins/genericalias.rs:326
builtins	make_union	fn	internal	args-index	crates/vm/src/builtins/union.rs:368
builtins	min_or_max	fn	internal	args-index	crates/vm/src/stdlib/builtins.rs:911
builtins	object_getstate_default	fn	internal	unwrap	crates/vm/src/builtins/object.rs:246
builtins	object_getstate_default	fn	internal	unwrap	crates/vm/src/builtins/object.rs:250
builtins	proxy_upgrade	fn	internal	expect	crates/vm/src/builtins/weakproxy.rs:188
builtins	str_maketrans_and_translate	fn	internal	unwrap	crates/vm/src/builtins/str.rs:2661
builtins	str_maketrans_and_translate	fn	internal	unwrap	crates/vm/src/builtins/str.rs:2662
builtins	str_maketrans_and_translate	fn	internal	unwrap	crates/vm/src/builtins/str.rs:2665
builtins	str_maketrans_and_translate	fn	internal	unwrap	crates/vm/src/builtins/str.rs:2668
builtins	str_maketrans_and_translate	fn	internal	unwrap	crates/vm/src/builtins/str.rs:2670
builtins	subs_parameters	fn	internal	unwrap	crates/vm/src/builtins/genericalias.rs:514
builtins	to_pyobject	helper	internal	expect	crates/vm/src/builtins/str.rs:1706
builtins	try_to_bigint	fn	internal	unreachable	crates/vm/src/builtins/float.rs:141
builtins	vectorcall_bool	fn	internal	unwrap	crates/vm/src/builtins/bool.rs:190
builtins	vectorcall_bool	fn	internal	unwrap	crates/vm/src/builtins/bool.rs:192
builtins	vectorcall_bound_method	fn	internal	unwrap	crates/vm/src/builtins/function.rs:1534
builtins	vectorcall_dict	fn	internal	unwrap	crates/vm/src/builtins/dict.rs:1505
builtins	vectorcall_float	fn	internal	unwrap	crates/vm/src/builtins/float.rs:553
builtins	vectorcall_float	fn	internal	unwrap	crates/vm/src/builtins/float.rs:555
builtins	vectorcall_frozenset	fn	internal	unwrap	crates/vm/src/builtins/set.rs:1465
builtins	vectorcall_frozenset	fn	internal	unwrap	crates/vm/src/builtins/set.rs:1467
builtins	vectorcall_function	fn	internal	unwrap	crates/vm/src/builtins/function.rs:1489
builtins	vectorcall_int	fn	internal	unwrap	crates/vm/src/builtins/int.rs:841
builtins	vectorcall_int	fn	internal	unwrap	crates/vm/src/builtins/int.rs:843
builtins	vectorcall_list	fn	internal	unwrap	crates/vm/src/builtins/list.rs:791
builtins	vectorcall_method_descriptor	fn	internal	unwrap	crates/vm/src/builtins/descriptor.rs:440
builtins	vectorcall_native_function	fn	internal	unwrap	crates/vm/src/builtins/builtin_func.rs:237
builtins	vectorcall_native_function	fn	internal	unwrap	crates/vm/src/builtins/builtin_func.rs:246
builtins	vectorcall_set	fn	internal	unwrap	crates/vm/src/builtins/set.rs:1451
builtins	vectorcall_str	fn	internal	unwrap	crates/vm/src/builtins/str.rs:1779
builtins	vectorcall_str	fn	internal	unwrap	crates/vm/src/builtins/str.rs:1781
builtins	vectorcall_tuple	fn	internal	unwrap	crates/vm/src/builtins/tuple.rs:664
builtins	vectorcall_tuple	fn	internal	unwrap	crates/vm/src/builtins/tuple.rs:668
builtins	vectorcall_type	fn	internal	unwrap	crates/vm/src/builtins/type.rs:3011
builtins	vectorcall_wrapper	fn	internal	unwrap	crates/vm/src/builtins/descriptor.rs:453
fileio	FileIO.io_error	helper	internal	expect	crates/vm/src/stdlib/_io.rs:5591
function	AbiValue.to_pyobject	helper	internal	unimplemented	crates/vm/src/builtins/function/jit.rs:37
function	get_jit_args	fn	internal	args-index	crates/vm/src/builtins/function/jit.rs:180
function	get_jit_value	fn	internal	unwrap	crates/vm/src/builtins/function/jit.rs:146
json	json_escaped_char	fn	internal	unreachable	crates/stdlib/src/json/machinery.rs:66
marshal	PyMarshalBag.make_dict	helper	internal	unwrap	crates/vm/src/stdlib/marshal.rs:458
marshal	PyMarshalBag.make_frozenset	helper	internal	unwrap	crates/vm/src/stdlib/marshal.rs:449
marshal	PyMarshalBag.make_set	helper	internal	unwrap	crates/vm/src/stdlib/marshal.rs:440
marshal	write_object_depth	fn	internal	unwrap	crates/vm/src/stdlib/marshal.rs:209
marshal	write_object_depth	fn	internal	unwrap	crates/vm/src/stdlib/marshal.rs:246
mmap	PyMmap.as_bytes	helper	internal	expect	crates/stdlib/src/mmap.rs:690
mmap	PyMmap.as_bytes_mut	helper	internal	expect	crates/stdlib/src/mmap.rs:679
mmap	PyMmap.getitem_by_index	helper	internal	unwrap	crates/stdlib/src/mmap.rs:1260
mmap	PyMmap.getitem_by_slice	helper	internal	unwrap	crates/stdlib/src/mmap.rs:1273
mmap	PyMmap.try_writable	helper	internal	unwrap	crates/stdlib/src/mmap.rs:719
nt	environ	fn	internal	unwrap	crates/vm/src/stdlib/nt.rs:133
posix	environ	fn	internal	unwrap	crates/vm/src/stdlib/posix.rs:393
posix	environ	fn	internal	unwrap	crates/vm/src/stdlib/posix_compat.rs:55
posix	pathconf_names	fn	internal	expect	crates/vm/src/stdlib/posix.rs:2006
posix	sysconf_names	fn	internal	expect	crates/vm/src/stdlib/posix.rs:2202
posix_sched	convert_sched_param	fn	internal	unwrap	crates/vm/src/stdlib/posix.rs:2414
pyexpat	PyExpatLikeXmlParser.do_parse	helper	internal	unwrap	crates/stdlib/src/pyexpat.rs:376
re	PyMatch.get_bounds	helper	internal	unimplemented	crates/stdlib/src/re.rs:405
re	do_findall	fn	internal	unwrap	crates/stdlib/src/re.rs:191
re	do_findall	fn	internal	unwrap	crates/stdlib/src/re.rs:196
re	do_match	fn	internal	unwrap	crates/stdlib/src/re.rs:172
re	do_split	fn	internal	unwrap	crates/stdlib/src/re.rs:239
src	Selectable.try_from_object	helper	internal	unwrap	crates/stdlib/src/select.rs:23
src	dis	fn	internal	unwrap	crates/stdlib/src/_opcode.rs:209
src	dis	fn	internal	unwrap	crates/stdlib/src/_opcode.rs:210
src	dis	fn	internal	unwrap	crates/stdlib/src/_opcode.rs:232
src	dis	fn	internal	unwrap	crates/stdlib/src/_opcode.rs:234
src	dis	fn	internal	unwrap	crates/stdlib/src/_opcode.rs:235
src	dis	fn	internal	unwrap	crates/stdlib/src/_opcode.rs:236
ssl	CryptoExt.all_ciphers_or_default	helper	internal	expect	crates/stdlib/src/ssl/providers.rs:58
ssl	CryptoExt.all_kx_or_default	helper	internal	expect	crates/stdlib/src/ssl/providers.rs:72
ssl	CryptoExt.any_supported_key	helper	internal	expect	crates/stdlib/src/ssl/providers.rs:90
ssl	CryptoExt.get_ext	helper	internal	expect	crates/stdlib/src/ssl/providers.rs:41
ssl	CryptoExt.get_provider	helper	internal	expect	crates/stdlib/src/ssl/providers.rs:47
ssl	HostnameIgnoringVerifier.verify_server_cert	helper	internal	expect	crates/stdlib/src/ssl/cert.rs:925
ssl	SslError.into_py_err	helper	internal	expect	crates/stdlib/src/ssl/compat.rs:376
ssl	SslError.into_py_err	helper	internal	unreachable	crates/stdlib/src/ssl/compat.rs:391
ssl	find_by_name_case_insensitive	fn	internal	unwrap	crates/stdlib/src/ssl/oid.rs:427
ssl	find_by_name_long	fn	internal	unwrap	crates/stdlib/src/ssl/oid.rs:420
ssl	find_by_name_short	fn	internal	unwrap	crates/stdlib/src/ssl/oid.rs:413
ssl	find_by_nid_ok	fn	internal	unwrap	crates/stdlib/src/ssl/oid.rs:398
ssl	find_by_oid_string_ok	fn	internal	unwrap	crates/stdlib/src/ssl/oid.rs:406
ssl	format_asn1_time	fn	internal	expect	crates/stdlib/src/ssl/cert.rs:206
ssl	server_auth_eku	fn	internal	unwrap	crates/stdlib/src/ssl/oid.rs:440
ssl	subject_alt_name	fn	internal	unwrap	crates/stdlib/src/ssl/oid.rs:433
ssl_cert	cert_to_dict	fn	internal	unwrap	crates/stdlib/src/openssl/cert.rs:239
stdlib	empty_arguments_object	fn	internal	unwrap	crates/vm/src/stdlib/_ast.rs:1777
stdlib	empty_arguments_object	fn	internal	unwrap	crates/vm/src/stdlib/_ast.rs:1778
stdlib	empty_arguments_object	fn	internal	unwrap	crates/vm/src/stdlib/_ast.rs:1787
stdlib	empty_arguments_object	fn	internal	unwrap	crates/vm/src/stdlib/_ast.rs:1790
stdlib	get_node_list_field	fn	internal	unwrap	crates/vm/src/stdlib/_ast.rs:149
stdlib	init_module	fn	internal	unwrap	crates/vm/src/stdlib/builtins.rs:1408
stdlib	init_module	fn	internal	unwrap	crates/vm/src/stdlib/builtins.rs:1409
stdlib	init_module	fn	internal	unwrap	crates/vm/src/stdlib/sys.rs:1824
stdlib	init_module	fn	internal	unwrap	crates/vm/src/stdlib/sys.rs:1825
stdlib	init_module	fn	internal	unwrap	crates/vm/src/stdlib/sys.rs:1830
stdlib	init_module	fn	internal	unwrap	crates/vm/src/stdlib/sys.rs:1833
stdlib	init_module	fn	internal	unwrap	crates/vm/src/stdlib/sys.rs:1837
stdlib	node_add_location	fn	internal	unwrap	crates/vm/src/stdlib/_ast.rs:924
stdlib	node_add_location	fn	internal	unwrap	crates/vm/src/stdlib/_ast.rs:930
stdlib	node_add_location	fn	internal	unwrap	crates/vm/src/stdlib/_ast.rs:932
stdlib	node_add_location	fn	internal	unwrap	crates/vm/src/stdlib/_ast.rs:938
stdlib	parse	fn	internal	unwrap	crates/vm/src/stdlib/_ast.rs:1915
stdlib	parse	fn	internal	unwrap	crates/vm/src/stdlib/_ast.rs:1917
stdlib	parse_func_type	fn	internal	unreachable	crates/vm/src/stdlib/_ast.rs:2004
stdlib	parse_func_type	fn	internal	unreachable	crates/vm/src/stdlib/_ast.rs:2035
stdlib	preprocess_ast_object	fn	internal	unreachable	crates/vm/src/stdlib/_ast.rs:2373
stdlib	preprocess_ast_object	fn	internal	unreachable	crates/vm/src/stdlib/_ast.rs:2404
stdlib	set_type_comment	fn	internal	unwrap	crates/vm/src/stdlib/_ast.rs:1612
stdlib	set_type_comment	fn	internal	unwrap	crates/vm/src/stdlib/_ast.rs:1614
stdlib	singleton_node_to_object	fn	internal	unwrap	crates/vm/src/stdlib/_ast.rs:66
stdlib	type_ignores_from_source	fn	internal	unwrap	crates/vm/src/stdlib/_ast.rs:2094
stdlib	type_ignores_from_source	fn	internal	unwrap	crates/vm/src/stdlib/_ast.rs:2095
stdlib	type_ignores_from_source	fn	internal	unwrap	crates/vm/src/stdlib/_ast.rs:2098
stdlib	type_ignores_from_source	fn	internal	unwrap	crates/vm/src/stdlib/_ast.rs:2100
stdlib	wrap_interactive	fn	internal	unwrap	crates/vm/src/stdlib/_ast.rs:1930
stdlib	wrap_interactive	fn	internal	unwrap	crates/vm/src/stdlib/_ast.rs:1931
stdlib	wrap_interactive	fn	internal	unwrap	crates/vm/src/stdlib/_ast.rs:1932
sys	_xoptions	fn	internal	unwrap	crates/vm/src/stdlib/sys.rs:729
sys	instrument_code	fn	internal	expect	crates/vm/src/stdlib/sys/monitoring.rs:250
sys	instrument_code	fn	internal	expect	crates/vm/src/stdlib/sys/monitoring.rs:264
sys	instrument_code	fn	internal	unwrap	crates/vm/src/stdlib/sys/monitoring.rs:315
sys	stdlib_module_names	fn	internal	expect	crates/vm/src/stdlib/sys.rs:617
sys_monitoring	events	fn	internal	expect	crates/vm/src/stdlib/sys/monitoring.rs:1148
sys_monitoring	events	fn	internal	expect	crates/vm/src/stdlib/sys/monitoring.rs:1153
time	StructTimeData.new_local	helper	internal	unwrap	crates/vm/src/stdlib/time.rs:778
types	PyTypeFlags.heap_type_flags	helper	internal	unreachable	crates/vm/src/types/slot.rs:259
types	new_wrapper	fn	internal	unwrap	crates/vm/src/types/slot.rs:634
winconsoleio	WindowsConsoleIO.io_error	helper	internal	expect	crates/vm/src/stdlib/_io.rs:6161
